dish_name,ingredient_name
Cauliflower Matar Bhurji (Recipe in Hindi),"tomato,turmeric powder,salt,coriander leaves,red chilli powder,ginger garlic paste,onion,oil,green chillies,green peas,garam masala powder,cabbage"
Kashmiri Style Paneer Masala Recipe,"tomato,salt,kashmiri red chilli powder,bay leaves,cardamompodsseeds,paneer,asafoetida,ajwain,fennel seeds,saffron strands,curd,dry ginger powder,corianderleaves,cinnamon stick,garam masala powder"
Aromatic Vegetable Pulao Recipe,"tomato,coriander,salt,star anise,rice,cardamompodsseeds,potato,red chilli powder,green peas,carrot,ginger garlic paste,mint leaves,onion,cinnamon stick,green bell pepper,cloves,garam masala powder,sunflower oil"
Spicy Curd Recipe - Spicy Curd With Onions,"salt,coriander leaves,green chilli,red chilli powder,water,carrot,curd,onion,oil,cucumber,cumin seeds"
Mustard Vegetable Curry Recipe,"turmeric powder,salt,vegetable stock,green peas,red chilli powder,cloves garlic,carrot,green beans,onion,oil,potatoes,coconut milk,dijon mustard,cumin seeds"
One Pot Spicy Vegetable Pulao Recipe with Coconut Milk,"salt,green beans,ginger,cardamompodsseeds,bay leaf,ghee,cloves garlic,carrot,cinnamon stick,rice,cloves,coconut milk,turmeric powder,green chillies,cauliflowerflorets"
Bengali Aloo Dum Recipe - Bengali Aloo Dum Recipe,"turmeric powder,tomato,salt,stock corianderleaves,ginger,yogurt,cinnamon,red chilli powder,cloves garlic,bay leaf,sugar,onion,potatoes boil remove the skin,cardamom,coriander powder,oil,green chillies,garam masala powder"
Hyderabad Soy Biryani Recipe With Vegetables & Palak,"tomato,basmati rice,corianderleaves,ajwain,carrot,onion,cumin seeds,soy,turmeric powder,green chillies,sunflower oil,salt,black cardamom,spinach leavesbunch,cardamompodsseeds,mace,mint leaves,garam masala powder,green beans,cauliflower,red chilli powder,water,bay leaf,ghee,milk,saffron strands,green peas,ginger garlic paste,cinnamon stick,badam,green bell pepper,coriander powder,potato,cloves"
North Indian Feni Recipe - Sevaiyan Kheer,"cashew nuts,pheni roll,ghee,milk,raisins,sugar,almond meal"
South Indian Papad Curry Recipe - Appalam Vathal Kuzhambu (Recipe),"turmeric powder,salt,horsepowder,gram lentils,asafoetida,papad urad dal,mustard,dry red chilli,curry leaves,sesame oil,sambar powder,tamarind lemon"
Moong Dal Khichdi Recipe For Babies And Toddlers Over 10 Months,"salt,green beans,yellow moong dal,rice,ghee,asafoetida,carrot,cumin seeds"
Dahi Wale Aloo Recipe (Indian Yogurt-based Potato Curry),"salt,ginger,asafoetida,corianderleaves,red chilli powder,gram flour,curd,curry leaves,onion,cumin seeds,garlic,coriander powder,potato,turmeric powder,green chillies,sunflower oil"
Vegetable Fried Brown Rice Recipe,"salt,green beans,brown rice,ginger,green chilli,spring onion greens,soy sauce,carrot,virgin olive oil,tomato pasta sauce store bought,garlic,onion,vinegar,green bell pepper,red chilli sauce,cabbage"
Eggless Devil's Food Cake Recipe,"baking powder,salt,chocolate ganache,flax seed powder,water,curd,vanilla,eggs flaxmeal eggs replacer,caster sugar,cocoa powder,red food color,flour,butter"
Bengali Langcha Recipe With Mawa,"pistachios,milk,ghee vegetable oil,water,baking soda,sugar,caster sugar,cardamom powder,sooji,flour,milk powder"
Kovakkai Podi Curry Recipe - Tamil Nadu Style Ivy Gourd Stir Fry,"salt,asafoetida,mustard seeds,tindoraverticy,dry red chilli,curry leaves,white urad dal,corianderseeds,dry red chillies,chana dal,sunflower oil"
Biryani Masala Powder Recipe - Biryani Masala Powder Recipe,"mace,star anis,cinnamon,st flowers,celery,large cardamom,cardamom,bay leaves,pepper,coriander seeds,cumin seeds,spoon nutmeg powder"
"Chicken Sausages, Baked Beans and Stir Fried Broccoli Recipe","chicken sausage,tomato,cumin powder,salt,red chilli powder cayenne pepper,cloves garlic,virgin olive oil,cloves garlic,onion,broccoli,thyme leaves,black pepper powder,pepper,dry beans,butter,dried oregano"
Crispy Chicken Dumplings Recipe,"salt,boneless chicken,corn flour,eggs,red chilli powder,ginger garlic paste,curry leaves,gram flour,black pepper powder,coriander powder,turmeric powder,green chillies,sunflower oil"
Turkish Chicken Gozleme Recipe-Stuffed Spinach Chicken Bread,"tomato,salt,wheat flour,hung curd,cumin powder,paprika powder,mint leaves,spring onion,cloves garlic,onion,chicken,feta cheese,black pepper powder,coriander powder,flour,spinach leaves"
Moon Biscuits Recipe (Moon Shaped Baked Cookies),"baking powder,vivatta maida,sugar,vanilla,milk powder,butter"
Andaman Style Steamed Garlic Prawns Recipe,"salt,corianderleaves,sesameoil,cloves garlic,soy sauce,black peppercorns,lemon drops,green chillies,prawns,sunflower oil"
Fruit Pachadi Recipe,"turmeric powder,salt,yogurt,coconut take,jaggery,water,fruit (pineapple,mustard,curry leaves,oil,green chillies,dry red peppers break"
Aloo Matar Masala Khichdi Recipe,"black cardamom,cumin powder,salt,rice,bay leaf,cardamompodsseeds,ghee,corianderleaves,green peas,red chilli powder,ginger garlic paste,onion,cinnamon stick,cumin seeds,black pepper powder,cloves,coriander powder,green chillies,potatocubes"
Rock Toast Recipe - Semolina Bread Toast,"salt,green chilli,corianderleaves,onion powder,sunflower oil the toast,curd,black pepper powder,green bell pepper,sooji"
Potato Vindaloo Recipe (Spicy Goan Potato Curry),"garlic cloves,water grind,salt,mustard seeds,kashmiri dry red chillies hour,water enough boiling potatoes,curry leaves,sugar,methi seeds,cumin seeds,vinegar,potato,turmeric powder,sunflower oil"
Lu Potol Post Recipe (Lu Parwal In Poppy Seed Masala Recipe),"green chillies,salt,ginger,mustard oil,coconut,fennel seeds,potatoskin,red chilli powder,dry red chilli,sugar,cinnamon stick,cumin seeds,methi seeds,poppy seeds,turmeric powder,cloves,pointed gourd"
Aloo Bhey Ki Sabzi Recipe (Potato Lotus Stem Curry),"tomato,salt,ginger,coriander powder,asafoetida,red chilli powder,corianderleaves,onion,cumin seeds,garlic,lotus stem,potato,turmeric powder,green chillies,garam masala powder,sunflower oil"
Classic Grilled Tomato Cucumber Chutney Sandwich Recipe,"tomato,wheat brown bread,salt,chaat masala powder,tomato ketchup,black pepper powder,cucumber,green chutney,butter"
Homemade Granola Mix Recipe with Oats & Wheat Flakes,"dates,pine nuts,sunflower oil,nutmeg powder,dried raspberries,wheat flakes,pumpkin seeds,badam,raisins,vanilla,walnuts,instant oats,cinnamon powder"
Baingan Sarson Ka Saag Recipe,"salt,ginger,amchur,mustard oil,brinjal,red chilli powder,cloves garlic,onion,mustard greens,cumin seeds,coriander powder,garam masala powder"
Kalyana Veetu Senai Curry Recipe - South Indian Spicy Roasted Yam,"salt,elephant yam,mustard seeds,asafoetida,coconut,red chilli powder,curry leaves,coriander powder,turmeric powder,sambar powder,sunflower oil"
Chettinad Thakkali Sadam Recipe (Chettinad Style Tomato Rice),"tomato,coriander,salt,ginger,green chilli,rice,mint leavesfistful,ghee,fennel seeds,red chilli powder,cloves garlic,curry leaves,onion,cinnamon stick,cloves"
Thai Yellow Coconut Curry Rice Recipe,"jasmine rice,jaggery,black peppercorns,cloves garlic,corianderseeds,onion,cumin seeds,gawar phali,coconut oil,turmeric powder,salt,red bell pepper,cardamompodsseeds,thai basil leaves,mace,red chilli powder,lemon,stalks lemongrass,coconut milk,ginger,fennel seeds,dry ginger powder,cinnamon stick"
 Stuffed Bhindi With Paneer (Recipe In Hindi),"tomato,okra,salt,turmeric powder,ginger grated,asafoetida,red chilli powder,onion,oil,coriander powder,cottage cheese ed,mango powder,garlic finely,cumin seeds"
Bael Ka Sharbat Recipe - Wood Apple Squash Drink,"cumin powder,black salt,ice cubes,water,jaggery sugar,wood apple,lemon,mint leaves"
Raw Mango Murabba Recipe - Cinnamon Spiced Mango Jam,"mango,sugar,saffron strands,cinnamon powder"
Karnataka Style Gorai Kai Kara Recipe - Cluster Beans Chutney,"peanutsdry,salt,ginger,mustard seeds,asafoetida,cloves garlic,white urad dal,corianderseeds,gawar phali,cumin seeds,tamarind,green chillies"
Kunafa With Mango Cottage Cheese Cream Recipe,"heavy whipping cream,mango pulp,pistachios,paneer,thandai masala,saffron strands,rose water,water,dried rose,sugar,lemon,icing sugar,butter,kataifi dough ready"
Royal Bread Gulab Jamun Recipe,"wheat brown bread,khoya,ghee,milk,sugar,badam"
Safed Achari Baingan Recipe - White Aubergine in pickled spices,"tomato,salt,ginger,kalonji,amchur,mustard seeds,brinjal,corianderleaves,fennel seeds,ajwain,red chilli powder,cloves garlic,dry red chillies,onion,cumin seeds,methi seeds,coriander powder,turmeric powder,sunflower oil"
Potlankaya Perugu Pachhadi Recipe (Curd & Sunke Gourad Chutney),"salt,snake gourd,coconut,mustard seeds,asafoetida,dry red chilli,curd,cumin seeds,turmeric powder,sunflower oil"
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,"aloo bhujia,coriander,black salt,hung curd,sev,asafoetida,karela,chaat masala powder,red chilli powder,sweet chutney,gram flour,coriander powder,dates,sunflower oil"
Kasuri Methi and Potato Frying Recipe,"tomato,green chillies,cumin powder,salt,amchur,ghee,fennel seeds,red chilli powder,ginger ground,cumin seeds,methi seeds,coriander powder,potato,turmeric powder,kasuri methi,garam masala powder"
Sprouted Matki Chila Recipe with Spinach - Moth Bean Chila,"salt,ginger,fennel seeds,white urad dal,moth sprouts,spinach leavesground,turmeric powder,green chillies,sunflower oil"
Malabar Kaai Curry Recipe With Nenthra Pazham,"rice,cardamompodsseeds,banana flowerripe,water,salt some the chana dal,sugar,onion,coconut milk,chana dal"
Assamese Sweet Kordoi Recipe,"salt,wheat flour,ghee,water,caster sugar,sunflower oil"
Steamed Bafauri Recipe (Bhojpuri Style Steamed Chana Dal Balls),"coriander,salt,chana dal,ajwain,cloves garlic,onion,green chillies"
Jodhpuri Aloo Recipe,"salt,kashmiri red chilli powder,amchur,asafoetida,fennel seeds,corianderleaves,red chilli flakes,dry red chillies,cumin seeds,baby potatoes,turmeric powder,sesame seeds,sunflower oil"
Vedakkai Thoran Recipe - Kerala Style Bhindi Stir Fry,"salt,coconut,mustard seeds,pearl onion,curry leaves,bhindi,turmeric powder,green chillies,sunflower oil"
Gram and Potato Dry Vegetable Recipe,"tomato,salt,green chilli,amchur,ginger juliennes,red chilli powder,ginger garlic paste,kabuli chana,corianderleaves,onion,cumin seeds,coriander powder,potato,turmeric powder,garam masala powder,sunflower oil"
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,"salt,ginger,kashmiri red chilli powder,corianderleaves,cloves garlic,tomato desseded,onion,kasuri methi,chicken thighs skinless bless,coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil"
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),"salt,mustard oil,mustard seeds,asafoetida,amla,red chilli powder,methi seeds"
Baingan Sarson Ka Saag Recipe - Brinjal Mustard Saag Recipe,"salt,ginger,brinjal,cumin,mustard oil,red chilli powder,cloves garlic,mustard,onion,coriander powder,mango powder,garam masala powder"
Stuffed Arbi Paratha Recipe,"salt,cumin powder,wheat flour,green chilli,amchur,red chilli powder,corianderleaves,colocasia root,coriander powder,turmeric powder,garam masala powder,sunflower oil"
Tomato Curry Leaf Chutney Recipe - Tomato Curry Leaf Chutney Recipe,"tomato,turmeric powder,salt salt,curry leaves,sugar,corianderleaves,green chillies"
Rajasthani Goonde Vegetable Recipe (Bird Lime Stir Fry),"amchur,asafoetida,fennel seeds,mustard seeds,corianderleaves,red chilli powder,water,cumin seeds,methi seeds,gunde,turmeric powder,sunflower oil"
Raw Jackfruit Burrito Recipe,"tomato,yellow bell pepper,cumin powder,sour,paprika powder,cloves garlic,onion,rajma,black pepper powder,turmeric powder,salt,red bell pepper,jackfruitjunks,tomato salsa,thyme leaves,cinnamon powder,tortillas,rice,red chilli powder,sugar,pepper,ginger,green bell pepper"
Bengali gram dal recipe,"salt,green chillies,ginger,mustard oil,ghee,coconut,bay leaf,dry red chillies,cinnamon stick,cumin seeds,cloves,turmeric powder,chana dal"
Hyderabadi Vegetable Biryani Recipe - Hyderabadi Vegetable Biryani Recipe,"turmeric powder,salt,ginger,rice,cinnamon,red chilli powder,cloves garlic,carrot,mint,curd,green beans,onion,make tomatopuree,cardamom,potatoes,bay leaves,spoon coriander powder,oil,green chillies,cabbage"
Chocolate Chip & Raisin Rolls Recipe,"salt,wheat flour,chocolate chips dark white,milk,raisins,water,dry yeast,butter ricotta cheese,sugar on top,cheese soft paneer,jaggery sugar,flour,orange orange,butter"
Baby Corn Cigar Recipe,"salt,corn flour,sunflower oil,corianderleaves,potato,red chilli powder,virgin olive oil,vinegar,baby corn be,pizza,ginger paste,wheat bread crumbs,green chilli paste,garlic paste"
Wheat Millet Thepla Recipe - Bajra Masala Paratha,"wheat flour,ginger,green chilli,corianderleaves,black pepper powder,bajra flour,turmeric powder,sunflower oil"
Kaju Badam Ladoo Recipe,"cashew nuts,water,sugar,badam,ghee greasing,cardamom powder"
Spaghetti Aglio Olio With Parmesan & Greens Recipe,"salt,spaghetti pasta,spinach amaranth leaves,cloves garlic,virgin olive oil,lemon,parmesan cheese"
Mushroom Dumpling Recipe With Potatoes (Momos),"salt,ginger,green chilli,potato,onion,button mushrooms,flour,sunflower oil"
Tomato Curry Leaf Chutney With No Onion No Garlic Recipe,"tomato,salt salt,corianderleaves,sugar,curry leaves,turmeric powder,green chillies"
Baked Oats and Whole Wheat Kachori Stuffed with Peas Recipe,"salt,wheat flour,water knead,green chilli,amchur,ajwain,chaat masala powder,green peas,virgin olive oil,red chilli powder,corianderleaves,instant oats"
Masala Carrot And Peas Sandwich Recipe,"cheese,wheat brown bread,salt,chaat masala powder,green peas,cloves garlic,carrot,black pepper powder,green chillies"
Stuffed Onion Vegetable Recipe - Bharwa Pyaz Ki Sabzi Recipe,"turmeric powder,salt,ginger,coriander,red chilli powder,cloves garlic,onion,coriander powder,mango powder"
Aam Panna Pani Puri Recipe,"salt,cumin powder,black salt,green moong sproutsgreen moong sprouts,potato,chaat masala powder,red chilli powder,mango,sugar,pani puris,black pepper powder,mint leaves"
Quinoa Vegetable Upma Recipe,"tomato,green chillies,green beans,salt,del monte corn kernels,mustard seeds,corianderleaves,green peas,water,virgin olive oil,curry leaves,carrot,white urad dal,cumin seeds,coriander powder,chana dal,quinoa,garam masala powder"
Whole Wheat Espresso Chocolate Streusel Cake Recipe,"baking powder,wheat flour,apricots,sour,butter cold,baking soda,sugar,vanilla,dark chocolate,brown sugar,eggs,cocoa powder,pecans,coffee decoction,butter,cinnamon powder"
Basella Fritters Recipe - Malabar Spinach Fritters,"salt,basella,corn flour,enos fruit salt baking powder,red chilli powder,water,gram flour,tomato ketchup,cumin seeds,red chilli powder the batter,turmeric powder,sunflower oil"
Fig Honey & Paprika Preserve Recipe,"red chilli flakes,figs,lemon,lemon,brown sugar"
Sepu Vadi Recipe (Himachali Split Urad Dal Dumplings In Spinach Gravy),"cumin powder,dill leaves,asafoetida,cumin seeds,black pepper powder,green chillies,salt,green chilli,spinach,mustard oil,cardamompodsseeds,red chilli powder,dry red chilli,curd,fennel powder,lemon,enos fruit salt soda,ginger,bay leaf,black urad dal,cinnamon stick,coriander powder,sunflower oil vadis,cloves"
Himachali Dry Raw Mango Chutney Recipe,"salt,corianderleaves,water,aam papad,sugar,mint leaves,green chillies"
Vegan Navratan Korma Recipe,"pistachios,carrot,onion,edible silver foilleaf,turmeric powder,green chillies,black cardamom,pineapple,cardamompodsseeds,raisins,mint leaves,tofu,garam masala powder,green beans,coconut yogurt,cauliflower,coconut oil cold pressed,red chilli powder,coconut milk,cashew nuts,ginger,saffron strands,ginger garlic paste,badam,poppy seeds,potato,cloves"
Lentils and Mixed Grains Khichda Recipe,"salt,wheat,ginger,cumin powder,chana dal,rice,green chilli,corianderleaves,asafoetida,jowar seeds,red chilli powder,cloves garlic,onion,lemon,curry leaves,bajra,turmeric powder,masoor dal,garam masala powder,sunflower oil"
Chettinad Pakora Curry Recipe,"tomato,cloves garlic,curry leaves,onion,green chillies,chana dal,sunflower oil,salt,cardamompodsseeds,dry red chillies,coconut,corianderleaves,red chilli powder,cashew nuts,sunflower oil the pakodas,bay leaf,fennel seeds,gram dal,cinnamon stick,poppy seeds,coriander powder"
Banana Pomegranate Raita Recipe - Kela Anar Raita,"salt,yogurt,red chilli powder,sugar,cumin powder take out,dijon mustard,pomegranate,banana"
Dhania Wale Aloo Recipe - Coriander Potato Dry,"cumin powder,sesame seedsdry,ginger,green chilli,ghee,corianderleaves,lemon,baby potatoes,black pepper powder,salt you can the normal salt too,garam masala powder"
Case Podimas Recipe (South Indian Style Blindine Mash),"salt,ginger,green chilli,mustard seeds,coconut,curry leaves,white urad dal,onion,banana,sunflower oil"
Baked Potato-Spaghetti Rolls Recipe,"gram spaghetti pasta,salt,ginger,green chilli,potato,virgin olive oil,bread cubesseasd garlic dried rosemary,corianderleaves,pepper,lemon drops"
Rajasthani Ghasela recipe - Besan Ka Pitta (Recipe in Hindi),"corianderleaves,turmeric powder,salt,asafoetida,red chilli powder,green onion,onion,oil,green chillies,cumin seeds,gram flour"
